artist_name,birth_year,birth_year_key,style_name,style_count,style_years
Tran Van Can,1910,1910,Post-Impressionism,,
Tran Van Can,1910,1910, Social Realism,,
Vladimir Dimitrov,1882,1882,Post-Impressionism,33,
William Orpen,1878,1878,Post-Impressionism,68,1899-1930
William Orpen,1878,1878, Unknown,,
Alison Wilding,1948,1948,Post-Minimalism,10,1983-2001
Antony Gormley,1950,1950,Post-Minimalism,12,1973-2007
Bill Bollinger,1939,1939,Post-Minimalism,,1966-1973
David Annesley,1936,1936,Post-Minimalism,15,1964-1970
David Hammons,1943,1943,Post-Minimalism,10,1975-2010
Dorothea Rockburne,1934,1934,Post-Minimalism,16,1967-1987
Ernesto Neto,1964,1964,Post-Minimalism,,
Gary Kuehn,1939,1939,Post-Minimalism,13,1963-1974
Giorgio Griffa,1936,1936,Post-Minimalism,16,1968-2008
Guy Mees,1935,1935,Post-Minimalism,15,1964-1998
Harmony Hammond,1944,1944,Post-Minimalism,,1971-2013
Ion Pantilie,1945,1945,Post-Minimalism,10,1976-2007
Jacqueline Winsor,1941,1941,Post-Minimalism,10,1970-1987
Jannis Kounellis,1936,1936,Post-Minimalism,14,1960-2004
Lenore Tawney,1907,1907,Post-Minimalism,13,1957-1998
Lita Albuquerque,1946,1946,Post-Minimalism,10,1978-2006
Michael Bolus,1934,1934,Post-Minimalism,16,1958-1969
Nancy Graves,1939,1939,Post-Minimalism,,1969-1987
Phyllida Barlow,1944,1944,Post-Minimalism,10,1976-2012
Piero Gilardi,1942,1942,Post-Minimalism,15,1963-2009
Rachel Whiteread,1963,1963,Post-Minimalism,,
Richard Deacon,1949,1949,Post-Minimalism,10,1979-2004
Richard Van Buren,1937,1937,Post-Minimalism,10,1970-1979
Tim Scott,1965,1965,Post-Minimalism,10,1962-1974
Jack Youngerman,1926,1926,Post-Painterly Abstraction,14,1951-1972
Jef Verheyen,1932,1932,Post-Painterly Abstraction,11,1960-1982
Pat Steir,1938,1938,Post-Painterly Abstraction,13,1973-2005
Pat Steir,1938,1938, Unknown,,
Robert Swain,1940,1940,Post-Painterly Abstraction,10,1967-1995
Njideka Akunyili Crosby,1983,1983,Postcolonial art,,
George Ault,1891,1891,Precisionism,14,1921-1945
Ralston Crawford,1906,1906,Precisionism,,1936-1942
Ralston Crawford,1906,1906, Purism,,
Cennino Cennini,1360,1360,Proto Renaissance,5,1400-1400
Duccio,1255,1255,Proto Renaissance,,1280-1318
Giotto,1266,1266,Proto Renaissance,,1290-1335
Paolo Veneziano,1300,1300,Proto Renaissance,12,1324-1354
Amedee Ozenfant,1886,1886,Purism,16,1921-1963
Abbott Handerson Thayer,1849,1849,Realism,93,1866-1921
Abbott Handerson Thayer,1849,1849, Unknown,,
Abdullah Suriosubroto,1878,1878,Realism,18,
Abdullah Suriosubroto,1878,1878, Unknown,,
Achille Pinelli,1809,1809,Realism,,
Aleksey Savrasov,1830,1830,Realism,237,1840-1894
Alexey Venetsianov,1780,1780,Realism,,1818-1846
Alexey Venetsianov,1780,1780, Romanticism,,
Anton Azbe,1862,1862,Realism,17,1885-1986
Anton Mauve,1838,1838,Realism,20,1876-1888
Anton Mauve,1838,1838, Unknown,,
Anton Melbye,1818,1818,Realism,,1848-1848
Anton Melbye,1818,1818, Romanticism,,
Anton Mitov,1862,1862,Realism,,
Antonio Jacobsen,1850,1850,Realism,43,1870-1918
Antonio Mancini,1852,1852,Realism,,
Antonio Mancini,1852,1852, Verism,,
Arshak Fetvadjian,1866,1866,Realism,4,1890-1906
Augusta Savage,1892,1892,Realism,,
Charles Atamian,1872,1872,Realism,2,
Charles Hermans,1932,1932,Realism,16,1867-1881
Charles Jacque,1813,1813,Realism,25,1840-1894
Charles Meryon,1821,1821,Realism,18,1850-1862
Charles-Francois Daubigny,1817,1817,Realism,,
Charles-Francois Daubigny,1817,1817, Unknown,,
Columbano Bordalo Pinheiro,1857,1857,Realism,,1880-1926
Constant Troyon,1810,1810,Realism,33,1848-1865
Constantin Guys,1802,1802,Realism,26,1855-1891
Constantin Stahi,1844,1844,Realism,16,1871-1919
Daniel Ridgway Knight,1839,1839,Realism,21,1866-1907
David Bates,1945,1945,Realism,34,1873-1907
David Bates,1945,1945, Unknown,,
David Cox,1924,1924,Realism,,1840-1840
David Cox,1924,1924, Romanticism,,
Eastman Johnson,1824,1824,Realism,146,1853-1895
Eastman Johnson,1824,1824, Unknown,,
Eduard von Gebhardt,1838,1838,Realism,,1867-1922
Eduard von Gebhardt,1838,1838, Romanticism,,
Efim Volkov,1928,1928,Realism,34,1871-1897
Elin Danielson-Gambogi,1861,1861,Realism,,
Eugène Jansson,1862,1862,Realism,,
Eugène Jansson,1862,1862, Symbolism,,
Filippo Cifariello,1864,1864,Realism,,1886-1924
Frank Holl,1956,1956,Realism,,
Frank Holl,1956,1956, Unknown,,
Fyodor Vasilyev,1850,1850,Realism,119,1863-1873
George Catlin,1796,1796,Realism,29,1831-1850
Gevorg Bashindzhagian,1857,1857,Realism,8,1895-1917
Grigoriy Myasoyedov,1834,1834,Realism,28,
Gustave Dore,1832,1832,Realism,,
Gustave Dore,1832,1832, Romanticism,,
Hans Heysen,1877,1877,Realism,36,1904-1956
Henri Fantin-Latour,1836,1836,Realism,,
Henri Fantin-Latour,1836,1836, Symbolism,,
Henri Fantin-Latour,1836,1836, Unknown,,
Henry William Banks Davis,1833,1833,Realism,,1873-1904
Henry William Banks Davis,1833,1833, Romanticism,,
Hugo Simberg,1873,1873,Realism,,1890-1907
Hugo Simberg,1873,1873, Symbolism,,
Hugo Simberg,1873,1873, Unknown,,
Ivan Kramskoy,1837,1837,Realism,157,1860-1887
Ivan Kramskoy,1837,1837, Unknown,,
Ivan Shishkin,1831,1831,Realism,521,1854-1898
Jakub Schikaneder,1855,1855,Realism,,1890-1890
Jakub Schikaneder,1855,1855, Romanticism,,
Jakub Schikaneder,1855,1855, Symbolism,,
James Webb,1906,1906,Realism,,1878-1891
James Webb,1906,1906, Romanticism,,
Jean-Francois Millet,1814,1814,Realism,,
Jean-Francois Millet,1814,1814, Unknown,,
Johan Hendrik Weissenbruch,1824,1824,Realism,82,1845-1903
Johan Hendrik Weissenbruch,1824,1824, Unknown,,
John Collier,1850,1850,Realism,,1883-1928
John Collier,1850,1850, Romanticism,,
John Collier,1850,1850, Unknown,,
John Everett Millais,1829,1829,Realism,,1849-1896
John Everett Millais,1829,1829, Romanticism,,
John Everett Millais,1829,1829, Unknown,,
John Henderson,1928,1928,Realism,5,1887-1912
John Leech,1971,1971,Realism,,
John Leech,1971,1971, Romanticism,,
Joseph Farquharson,1846,1846,Realism,81,1867-1912
Joseph Farquharson,1846,1846, Unknown,,
Joseph Urbania,1877,1877,Realism,12,1905-1931
Józef Chełmoński,1847,1847,Realism,,
Klavdy Lebedev,1852,1852,Realism,16,
Maxime Lalanne,1827,1827,Realism,21,1860-1860
Mihri Musfik,1886,1886,Realism,5,
Mihri Musfik,1886,1886, Unknown,,
Mikhail Lebedev,1811,1811,Realism,16,1833-1837
Mykola Murashko,1844,1844,Realism,13,1873-1899
Panos Terlemezian,1865,1865,Realism,,1932-1933
Panos Terlemezian,1865,1865, Symbolism,,
Paul Kane,1941,1941,Realism,,
Paul Kane,1941,1941, Romanticism,,
Paul Kane,1941,1941, Unknown,,
Pavel Fedotov,1815,1815,Realism,42,1836-1852
Ralph Hedley,1848,1848,Realism,,
Taras Shevchenko,1814,1814,Realism,,1843-1860
Taras Shevchenko,1814,1814, Romanticism,,
Theodore Rousseau,1810,1810,Realism,145,1829-1867
Theodule Ribot,1823,1823,Realism,36,1860-1879
Thomas Dewing,1851,1851,Realism,,1877-1908
Thomas Dewing,1851,1851, Romanticism,,
Thomas Dewing,1851,1851, Tonalism,,
Vardges Sureniants,1860,1860,Realism,,
Vardges Sureniants,1860,1860, Symbolism,,
Vartan Mahokian,1869,1869,Realism,6,1905-1920
Vasily Perov,1834,1834,Realism,184,1851-1881
Vasily Sadovnikov,1800,1800,Realism,31,1830-1866
Vasily Tropinin,1776,1776,Realism,,1820-1856
Vasily Tropinin,1776,1776, Romanticism,,
Veniamin Kremer,1899,1899,Realism,,1932-1975
Veniamin Kremer,1899,1899, Socialist Realism,,
Viktor Vasnetsov,1848,1848,Realism,,1866-1926
Viktor Vasnetsov,1848,1848, Romanticism,,
Viktor Vasnetsov,1848,1848, Symbolism,,
Viktor Vasnetsov,1848,1848, Unknown,,
Vladimir Makovsky,1846,1846,Realism,113,1872-1914
Volodymyr Orlovsky,1842,1842,Realism,66,1868-1900
Walter Gay,1856,1856,Realism,6,1923-1923
William Michael Harnett,1848,1848,Realism,10,1876-1891
William Simpson,1823,1823,Realism,14,1854-1886
Winslow Homer,1836,1836,Realism,117,1864-1906
Winslow Homer,1836,1836, Unknown,,
Zakar Zakarian,1849,1849,Realism,2,1900-1900
Alfred Heber Hutty,1877,1877,Regionalism,19,
Grace Albee,1890,1890,Regionalism,24,1927-1938
Grace Albee,1890,1890, Unknown,,
John Steuart Curry,1897,1897,Regionalism,28,1927-1945
Norman Rockwell,1894,1894,Regionalism,,1914-1976
Norman Rockwell,1894,1894, Social Realism,,
Norman Rockwell,1894,1894, Unknown,,
Allan Ramsay,1713,1713,Rococo,45,1739-1780
Anne Vallayer-Coster,1744,1744,Rococo,,
Antoine Watteau,1684,1684,Rococo,78,1707-1721
Antoine Watteau,1684,1684, Unknown,,
Bernardo Bellotto,1722,1722,Rococo,,1738-1780
Bernardo Bellotto,1722,1722, Unknown,,
David Morier,1705,1705,Rococo,13,1721-1751
Francois Boucher,1703,1703,Rococo,72,1729-1768
Francois Boucher,1703,1703, Unknown,,
François Lemoyne,1688,1688,Rococo,,
Fyodor Rokotov,1735,1735,Rococo,37,1757-1790
George Lambert,1700,1700,Rococo,38,1730-1763
George Lambert,1700,1700, Unknown,,
George Morland,1763,1763,Rococo,,1702-1804
George Romney,1734,1734,Rococo,,1750-1811
George Romney,1734,1734, Romanticism,,
George Romney,1734,1734, Unknown,,
Giovanni Battista Tiepolo,1696,1696,Rococo,,1717-1770
Giovanni Battista Tiepolo,1696,1696, Unknown,,
Giovanni Domenico Tiepolo,1727,1727,Rococo,60,1751-1797
Hendrik Voogd,1768,1768,Rococo,,
Hendrik Voogd,1768,1768, Romanticism,,
Hubert Robert,1733,1733,Rococo,33,1750-1806
Jean-Baptiste Greuze,1725,1725,Rococo,,
Jean-Baptiste Greuze,1725,1725, Unknown,,
Jean-Baptiste Oudry,1686,1686,Rococo,,
Jean-Baptiste Oudry,1686,1686, Unknown,,
Jean-Baptiste van Loo,1684,1684,Rococo,,
Jean-Marc Nattier,1685,1685,Rococo,,
Jean-Marc Nattier,1685,1685, Unknown,,
Johann Georg Pinzel,1710,1710,Rococo,45,1760-1760
John Jackson,1880,1880,Rococo,93,1800-1839
John Jackson,1880,1880, Romanticism,,
John Russell,1745,1745,Rococo,36,1768-1805
José Campeche,1751,1751,Rococo,10,1788-1809
Louise Elisabeth Vigee Le Brun,1755,1755,Rococo,,1770-1821
Luis Paret y Alcazar,1746,1746,Rococo,27,1770-1791
Maurice Quentin de La Tour,1704,1704,Rococo,148,
Paul Revere,1735,1735,Rococo,32,1760-1798
Pietro Longhi,1701,1701,Rococo,71,1734-1774
Ralph Earl,1751,1751,Rococo,16,1770-1801
Richard Wilson,1713,1713,Rococo,27,1744-1800
Rosalba Carriera,1675,1675,Rococo,,1701-1746
Thomas Gainsborough,1727,1727,Rococo,,1733-1788
Thomas Gainsborough,1727,1727, Unknown,,
Thomas Lawrence,1769,1769,Rococo,,1787-1823
Thomas Lawrence,1769,1769, Romanticism,,
Thomas Lawrence,1769,1769, Unknown,,
William Williams,1727,1727,Rococo,25,1766-1797
Alberto Sotio,1100,1100,Romanesque,5,
Claricia,1687,1687,Romanesque,26,
Adolphe Joseph Thomas Monticelli,1824,1824,Romanticism,39,1860-1884
Albrecht Adam,1786,1786,Romanticism,,
Alexander Orlowski,1777,1777,Romanticism,33,1806-1826
Alexander Pope,1688,1688,Romanticism,20,1888-1913
Alexander Pope,1688,1688, Unknown,,
Alexander Shilov,1974,1974,Romanticism,,1972-1997
Alonzo Chappel,1828,1828,Romanticism,,
Andreas Achenbach,1815,1815,Romanticism,,
Arnold Böcklin,1827,1827,Romanticism,,1846-1878
Arnold Böcklin,1827,1827, Symbolism,,
Arnold Böcklin,1827,1827, Unknown,,
Arthur Hughes,1832,1832,Romanticism,39,1845-1908
Arthur Hughes,1832,1832, Unknown,,
Ary Scheffer,1795,1795,Romanticism,,1828-1858
Ary Scheffer,1795,1795, Unknown,,
Auguste Edouart,1789,1789,Romanticism,12,1829-1842
Caspar David Friedrich,1774,1774,Romanticism,126,1794-1840
Caspar David Friedrich,1774,1774, Unknown,,
Charles M. Russell,1864,1864,Romanticism,,
Charles Turner,1774,1774,Romanticism,230,1796-1899
Christen Kobke,1810,1810,Romanticism,21,1830-1846
Constantin Daniel Rosenthal,1820,1820,Romanticism,13,1844-1849
Cornelis Springer,1817,1817,Romanticism,71,1840-1889
Dante Gabriel Rossetti,1828,1828,Romanticism,,1840-1882
Dante Gabriel Rossetti,1828,1828, Symbolism,,
Dante Gabriel Rossetti,1828,1828, Unknown,,
David Scott,1958,1958,Romanticism,30,1831-1847
Edouard Riou,1833,1833,Romanticism,119,1857-1897
Edwin Austin Abbey,1852,1852,Romanticism,20,1895-1901
Edwin Henry Landseer,1802,1802,Romanticism,53,1824-1869
Edwin Henry Landseer,1802,1802, Unknown,,
Emanuel Leutze,1816,1816,Romanticism,,
Eugene von Guerard,1811,1811,Romanticism,,
Eugene von Guerard,1811,1811, Unknown,,
Ford Madox Brown,1821,1821,Romanticism,48,1837-1893
Ford Madox Brown,1821,1821, Unknown,,
Frank Dicksee,1853,1853,Romanticism,24,1877-1921
Franz Richard Unterberger,1837,1837,Romanticism,34,1860-1900
Frederick George Cotman,1850,1850,Romanticism,,
Frederick Morgan,1893,1893,Romanticism,20,1877-1899
Frederick Morgan,1893,1893, Unknown,,
Frederick Sandys,1829,1829,Romanticism,2,1858-1858
Frederick Sandys,1829,1829, Unknown,,
Frederick William Burton,1816,1816,Romanticism,8,1841-1865
Frederick William Burton,1816,1816, Unknown,,
George Harvey,1806,1806,Romanticism,124,1820-1874
George Harvey,1806,1806, Unknown,,
George Hemming Mason,1818,1818,Romanticism,23,1854-1872
George Stubbs,1724,1724,Romanticism,73,1760-1800
George Stubbs,1724,1724, Unknown,,
Giovanni Battista Torriglia,1858,1858,Romanticism,22,
Gustaf Wappers,1803,1803,Romanticism,12,1829-1844
Gustave Moreau,1826,1826,Romanticism,,1850-1860
Gustave Moreau,1826,1826, Symbolism,,
Gustave Moreau,1826,1826, Unknown,,
Heinrich Reinhold,1788,1788,Romanticism,,
Henry Fuseli,1741,1741,Romanticism,29,1780-1812
Henry Fuseli,1741,1741, Unknown,,
Henry Raeburn,1756,1756,Romanticism,58,1783-1822
Henry Raeburn,1756,1756, Unknown,,
Henryk Rodakowski,1823,1823,Romanticism,47,1841-1891
Hermann Ottomar Herzog,1831,1831,Romanticism,2,1850-1850
Ivan Aivazovsky,1817,1817,Romanticism,579,1834-1900
Ivan Aivazovsky,1817,1817, Unknown,,
James Archer,1823,1823,Romanticism,41,1848-1903
James Campbell,1805,1805,Romanticism,11,1854-1886
James Hamilton,1900,1900,Romanticism,21,1845-1875
James Ward,1800,1800,Romanticism,96,1793-1859
James Ward,1800,1800, Unknown,,
Jan Matejko,1838,1838,Romanticism,,1858-1892
Jan Matejko,1838,1838, Unknown,,
Jean-Baptiste Carpeaux,1827,1827,Romanticism,,
Jean-Baptiste Carpeaux,1827,1827, Unknown,,
Jenaro Pérez Villaamil,1807,1807,Romanticism,,
Johan Christian Dahl,1788,1788,Romanticism,16,1814-1848
Johan Christian Dahl,1788,1788, Unknown,,
John Absolon,1815,1815,Romanticism,,
John Absolon,1815,1815, Unknown,,
John Constable,1776,1776,Romanticism,,1800-1837
John Constable,1776,1776, Unknown,,
John Crome,1768,1768,Romanticism,56,1805-1821
John Crome,1768,1768, Unknown,,
John Glover,1944,1944,Romanticism,21,1790-1840
John Hoppner,1758,1758,Romanticism,51,1779-1821
John Lee,1915,1915,Romanticism,4,1850-1860
John Martin,1884,1884,Romanticism,31,1812-1853
John Martin,1884,1884, Unknown,,
John Pettie,1839,1839,Romanticism,46,1856-1893
John Quidor,1801,1801,Romanticism,,
John Roddam Spencer Stanhope,1829,1829,Romanticism,16,1849-1896
John Ruskin,1819,1819,Romanticism,,1832-1889
John Ruskin,1819,1819, Symbolism,,
John Varley,1947,1947,Romanticism,17,1801-1835
John Wilson Carmichael,1799,1799,Romanticism,39,1820-1864
Julia Margaret Cameron,1815,1815,Romanticism,16,1864-1874
Karl Bodmer,1809,1809,Romanticism,104,1830-1873
Karl Lessing,1808,1808,Romanticism,25,1828-1878
Karl Lessing,1808,1808, Unknown,,
Knud Baade,1808,1808,Romanticism,26,1828-1879
Lev Lagorio,1827,1827,Romanticism,56,1849-1903
Lev Lagorio,1827,1827, Unknown,,
Louis Janmot,1814,1814,Romanticism,,1832-1845
Louis Janmot,1814,1814, Symbolism,,
Louis Janmot,1814,1814, Unknown,,
Luc-Olivier Merson,1846,1846,Romanticism,,
Luc-Olivier Merson,1846,1846, Symbolism,,
Marcus Larson,1825,1825,Romanticism,18,1848-1881
Marcus Larson,1825,1825, Unknown,,
Marcus Stone,1840,1840,Romanticism,32,1860-1921
Mary Josephine Walters,1837,1837,Romanticism,,
Maurycy Gottlieb,1856,1856,Romanticism,19,1875-1879
Maurycy Gottlieb,1856,1856, Unknown,,
Maxim Vorobiev,1787,1787,Romanticism,25,1810-1847
Mårten Eskil Winge,1825,1825,Romanticism,,
Nicolas Toussaint Charlet,1792,1792,Romanticism,,
Orest Kiprensky,1782,1782,Romanticism,228,1800-1836
Orest Kiprensky,1782,1782, Unknown,,
Osman Hamdi,1842,1842,Romanticism,20,1880-1908
Osman Hamdi,1842,1842, Unknown,,
Paul Gavarni,1804,1804,Romanticism,13,1843-1858
Pavel Svinyin,1787,1787,Romanticism,54,
Peder Balke,1804,1804,Romanticism,12,
Peter Fendi,1796,1796,Romanticism,,
Peter Nicolai Arbo,1831,1831,Romanticism,12,1859-1886
Philipp Otto Runge,1777,1777,Romanticism,11,1803-1808
Piotr Michałowski,1800,1800,Romanticism,23,1835-1855
Polychronis Lembesis,1848,1848,Romanticism,24,1871-1910
Raden Saleh,1807,1807,Romanticism,18,1830-1876
Raden Saleh,1807,1807, Unknown,,
Richard Dadd,1817,1817,Romanticism,15,1837-1875
Richard Dadd,1817,1817, Unknown,,
Robert Bateman,1930,1930,Romanticism,8,1874-1886
Rudolf von Alt,1812,1812,Romanticism,90,1830-1903
Samuel Morse,1791,1791,Romanticism,,
Samuel Palmer,1805,1805,Romanticism,36,1825-1883
Simeon Solomon,1840,1840,Romanticism,39,1856-1894
Simeon Solomon,1840,1840, Unknown,,
Sydney Laurence,1865,1865,Romanticism,16,1888-1928
Thomas Cole,1949,1949,Romanticism,143,1825-1850
Thomas Cole,1949,1949, Unknown,,
Thomas Girtin,1775,1775,Romanticism,41,1797-1802
Thomas Hill,1971,1971,Romanticism,97,1855-1911
Thomas Jones,1742,1742,Romanticism,31,1771-1872
Thomas Jones Barker,1815,1815,Romanticism,37,1813-1882
Thomas Jones Barker,1815,1815, Unknown,,
Thomas Moran,1837,1837,Romanticism,36,1856-1901
Thomas Sully,1783,1783,Romanticism,132,1807-1872
Wilhelm von Kaulbach,1805,1805,Romanticism,57,1840-2003
William Bradford,1755,1755,Romanticism,81,1850-1890
William Bradford,1755,1755, Unknown,,
William Collins,1788,1788,Romanticism,69,1811-1863
William Collins,1788,1788, Unknown,,
William Gilbert Foster,1855,1855,Romanticism,16,1885-1900
William Hart,1823,1823,Romanticism,39,1849-1881
William Holbrook Beard,1825,1825,Romanticism,,
William Leighton Leitch,1804,1804,Romanticism,39,1835-1882
William Morris,1834,1834,Romanticism,14,1858-1917
William Shayer,1787,1787,Romanticism,54,1819-1879
William Shayer,1787,1787, Unknown,,
Mirza Agha Emami,1881,1881,Safavid Period,5,
Christo and Jeanne-Claude,1955,1955,Site-specific art,,
Christo and Jeanne-Claude,1955,1955, Unknown,,
Charles Wilbert White,1918,1918,Social Realism,,1943-1959
Dorothea Lange,1895,1895,Social Realism,,
Dorothea Lange,1895,1895, Unknown,,
Lewis Hine,1874,1874,Social Realism,,
Maria Stolarova,1925,1925,Social Realism,5,1965-1987
Oliver Kilbourn,1904,1904,Social Realism,10,1941-1975
Philip Evergood,1901,1901,Social Realism,,
Sue Coe,1951,1951,Social Realism,188,
Boyukagha Mirzazade,1921,1921,Socialist Realism,,
Dmitry Nalbandyan,1906,1906,Socialist Realism,8,1932-1987
Jules Perahim,1914,1914,Socialist Realism,,1934-1959
Jules Perahim,1914,1914, Surrealism,,
Karpo Trokhymenko,1885,1885,Socialist Realism,15,1925-1971
Sergey Ryabchenko,1923,1923,Socialist Realism,,1954-1984
Victor Puzyrkov,1918,1918,Socialist Realism,20,1947-1999
Agostino Bonalumi,1935,1935,Spatialism,30,1964-2012
Lucio Fontana,1899,1899,Spatialism,23,1949-1968
Turi Simeti,1929,1929,Spatialism,13,1966-2009
Blek le Rat,1918,1918,Street art,,
Cope2,1961,1961,Street art,,
Cornbread,1919,1919,Street art,5,1967-1967
Epsylon Point,1950,1950,Street art,13,2007-2007
Futura 2000,1955,1955,Street art,10,1980-2009
Jef Aerosol,1957,1957,Street art,,
JonOne,1963,1963,Street art,,
Miss.Tic,1956,1956,Street art,,
Seen,1961,1961,Street art,,
Speedy Graphito,1961,1961,Street art,,
Stay High 149,1950,1950,Street art,15,1973-1973
TAKI 183,2000,2000,Street art,,
Godfrey Blow,1948,1948,Stuckism,15,1986-2004
Agustin Cardenas,1927,1927,Surrealism,14,1961-1994
Albin Brunovsky,1935,1935,Surrealism,20,1978-1991
Alejandro Obregon,1920,1920,Surrealism,10,1959-1989
Alexander Boghossian,1937,1937,Surrealism,10,1961-2001
Ali Akbar Sadeghi,1937,1937,Surrealism,3,
Ali Akbar Sadeghi,1937,1937, Unknown,,
Angel Planells,1901,1901,Surrealism,,1929-1985
Antonio Dacosta,1914,1914,Surrealism,,1940-1989
Boris Margo,1902,1902,Surrealism,21,1935-1959
Brassai,1899,1899,Surrealism,60,1930-1957
Conroy Maddox,1912,1912,Surrealism,54,1938-1992
Dado,1925,1925,Surrealism,19,1963-1997
Dado,1925,1925, Unknown,,
Desmond Morris,1928,1928,Surrealism,38,1946-1993
Domenico Gnoli,1933,1933,Surrealism,,1959-1969
Dora Maar,1907,1907,Surrealism,14,1930-1936
Dorothea Tanning,1910,1910,Surrealism,41,1940-1994
Edward Weston,1886,1886,Surrealism,17,1925-1942
Enrico Donati,1909,1909,Surrealism,24,1940-1958
Esteban Frances,1913,1913,Surrealism,21,1934-1965
Felix Labisse,1905,1905,Surrealism,24,1929-1978
Fornasetti,1913,1913,Surrealism,18,
Francisco Toledo,1940,1940,Surrealism,36,1960-2007
Frederick Sommer,1905,1905,Surrealism,38,
Friedensreich Hundertwasser,1928,1928,Surrealism,,
Friedensreich Hundertwasser,1928,1928, Transautomatism,,
Georges Papazoff,1894,1894,Surrealism,28,1921-1970
Gustavo Foppiani,1925,1925,Surrealism,17,1958-1984
Ibrahim Salahi,1930,1930,Surrealism,,1961-2003
Ivan Tovar,1942,1942,Surrealism,13,1966-1993
Jacek Yerka,1952,1952,Surrealism,308,1977-2013
Jacques Le Marechal,1878,1878,Surrealism,11,
Jean Benoit,1922,1922,Surrealism,18,1950-1965
Jorge Camacho,1966,1966,Surrealism,10,1954-2006
Jorge Castillo,1933,1933,Surrealism,9,1957-2010
Jose Manuel Capuletti,1925,1925,Surrealism,15,1946-1958
Joseph Cornell,1903,1903,Surrealism,28,1935-1960
Kansuke Yamamoto,1914,1914,Surrealism,37,1930-1956
Kay Sage,1898,1898,Surrealism,19,1939-1958
Kit Williams,1946,1946,Surrealism,29,
Leonora Carrington,1917,1917,Surrealism,30,1938-1987
Leonora Carrington,1917,1917, Unknown,,
Luigi Serafini,1808,1808,Surrealism,12,1981-1981
Marcel Marien,1920,1920,Surrealism,,1937-1991
Marcelino Vespeira,1925,1925,Surrealism,,1945-1988
Mark Tansey,1949,1949,Surrealism,,1981-1987
Mark Tansey,1949,1949, Unknown,,
Max Walter Svanberg,1912,1912,Surrealism,12,1952-1977
Meret Oppenheim,1913,1913,Surrealism,17,1933-1985
Michael Sowa,1945,1945,Surrealism,51,
Mimi Parent,1924,1924,Surrealism,22,1953-2002
Octavio Ocampo,1943,1943,Surrealism,36,
