artist_name,birth_year,birth_year_key,place_name
Pieter Janszoon Saenredam,1597,1597,Unknown
Jan Muller,1976,1976,Lafayette
Salamon van Ruysdael,1600,1600,Naarden
Jacob Isaaksz van Ruisdael,1628,1628,Haarlem
Cornelis Cornelisz. van Haarlem,1562,1562,Haarlem
Esaias van den Velde,1587,1587,Amsterdam
Guillam Dubois,1624,1624,Haarlem
Nicolaes Berchem,1620,1620,Unknown
Ludolf Backhuysen,1717,1717,Amsterdam
Caesar van Everdingen,1616,1616,Alkmaar
Hanneman,1604,1604,Unknown
Cornelis van Poelenburgh,1594,1594,Utrecht
Martin Desjardins,1637,1637,Breda
Willem Pietersz. Buytewech,1591,1591,Rotterdam
Both,1924,1924,Groningen
HALS,1963,1963,Skatval
Gerrit Adriaensz. Berckheyde,1638,1638,Unknown
Gerrit Rietveld,1888,1888,Utrecht
Gustav Klucis,1895,1895,Unknown
Max Hermann Maxy,1895,1895,Brăila
Kōkei,1200,1200,Unknown
Ishibashi Kazunori,1876,1876,Unknown
Yukihiko Yasuda,1884,1884,Tokyo
Gustav Gurschner,1873,1873,Mühldorf am Inn
Jan Fabre,1958,1958,Antwerp
Paul McCarthy,1945,1945,Salt Lake City
Frederick Arthur Verner,1836,1836,Ontario
Ljubo Babić,1890,1890,Jastrebarsko
Isaac Witkin,1936,1936,Johannesburg
Charlotte Moorman,1933,1933,Little Rock
Enrique Tábara,1930,1930,Guayaquil
Willem de Kooning,1904,1904,Rotterdam
Carneiro,1776,1776,Unknown
Richard Benno Adam,1873,1873,Munich
Jean François Raffaëlli,1850,1850,Unknown
Frank Boggs,1855,1855,Springfield
Robert Polhill Bevan,1865,1865,Unknown
George Henry Goddard,1817,1817,England
Heinrich Zille,1858,1858,Radeburg
Charles Henry White,1878,1878,Unknown
Beatrice Godwin Whistler,1857,1857,Chelsea
Otto Greiner,1869,1869,Leipzig
Nguyễn Gia Trí,1908,1908,Trường Yên
Adolf Menzel,1857,1857,Liberec
Thomas Ruff,1958,1958,Zell am Harmersbach
Luiza Prado,1988,1988,Guaratinguetá
Rafael Lozano Hemmer,1967,1967,Mexico City
Diango Hernández,1970,1970,Sancti Spíritus
Xaviera Simmons,1974,1974,New York City
Sophie Calle,1953,1953,Paris
Eija-Liisa Ahtila,1959,1959,Hattula
Pedro Ruiz,1947,1947,Barcelona
Oscar Muñoz,1960,1960,California
Richard Jackson,1980,1980,Whitby
Tróndur Patursson,1944,1944,Kirkjubøur
Claude Closky,1963,1963,Paris
Thomas Wright,1711,1711,County Durham
Carl Plate,1909,1909,Perth
Ethel Barringer,1883,1883,Adelaide
Joan Brown,1938,1938,San Francisco
Hugo Burger,1872,1872,Bad Münstereifel
Manolo Valdés,1942,1942,Valencia
Arthur Omar,1948,1948,Poços de Caldas
Peter Voulkos,1924,1924,Bozeman
Gilberto Zorio,1944,1944,Andorno Micca
Alejandro Otero,1921,1921,El Manteco
Nina Beier,1975,1975,Aarhus
Vera Lutter,1960,1960,Kaiserslautern
Bojan Šarčević,1974,1974,Belgrade
Georg Herold,1947,1947,Jena
Andy Goldsworthy,1956,1956,Sale
Carmen Herrera,1915,1915,Havana
Jave Yoshimoto,1974,1974,Japan
Francesc d'Assís Galí,1880,1880,Barcelona
Stanislas Lépine,1835,1835,Caen
Gilberto Aceves Navarro,1931,1931,Mexico City
Vasudeo S. Gaitonde,1924,1924,Nagpur
Gretchen Albrecht,1943,1943,Onehunga
Chantal Akerman,1950,1950,Etterbeek
Peggy Ahwesh,1954,1954,Canonsburg
Gustavo Aguerre,1953,1953,Buenos Aires
Mark Titchner,1973,1973,Luton
Emil Lukas,1964,1964,Pittsburgh
Susana Espinosa,1933,1933,Unknown
Richard Anuszkiewicz,1930,1930,Erie
Shraga Weil,1918,1918,Nitra
Bror Julius Olsson Nordfeldt,1878,1878,Skåne County
Raymond Saunders,1934,1934,Pittsburgh
Bill Davenport,1906,1906,San Saba
Adèle Kindt,1804,1804,Brussels metropolitan area
David Lucas,1802,1802,Unknown
William Mulready,1786,1786,Ennis
Louis Jobin,1845,1845,Saint-Raymond
Pierre Auguste Renoir,1841,1841,Limoges
Markus Prachensky,1932,1932,Innsbruck
Peter Randall-Page,1954,1954,Essex
Jung,1587,1587,Lübeck
Kananginak Pootoogook,1935,1935,Ikerasak
Edgard de Souza,1962,1962,São Paulo
Max Weiler,1910,1910,Absam
Tilsa Tsuchiya,1928,1928,Supe District
François Rude,1784,1784,Dijon
Francisco de Goya,1746,1746,Fuendetodos
Peter Saul,1934,1934,San Francisco
John Alexander,1951,1951,Sydney
Milan Dobes,1929,1929,Přerov
Sarah Morris,1967,1967,London
Thomas Struth,1954,1954,Geldern
Pitseolak Ashoona,1904,1904,Nottingham Island
Andrea Gastaldi,1826,1826,Turin
Jerome B. Thompson,1814,1814,Unknown
Bálint Kiss,1802,1802,Szentes
Hugh Douglas Hamilton,1740,1740,Dublin
Nicolas-Toussaint Charlet,1792,1792,Paris
Henricus Wilhelmus Couwenberg,1814,1814,The Hague
Hermann Lungkwitz,1813,1813,Halle (Saale)
Paul Sandby Munn,1773,1773,Greenwich
John Rathbone,1750,1750,Cheshire
Édouard Dubufe,1819,1819,Paris
Isaak Brodsky,1884,1884,Sofiivka
Sergey Chekhonin,1878,1878,Lykoshino
Roberto Iras Baldessari,1894,1894,Innsbruck
Oscar Ortiz,1973,1973,Mexico City
Stephen Hannock,1951,1951,Unknown
Adrian Zingg,1734,1734,St. Gallen
Ludwig Richter,1803,1803,Friedrichstadt
Leopold Flameng,1831,1831,City of Brussels
John Laporte,1761,1761,Dublin
William Henry Pyne,1769,1769,London
Achille-Etna Michallon,1796,1796,Paris
John Lewis Brown,1829,1829,Bordeaux
Martin von Molitor,1759,1759,Vienna
Jacob Abels,1803,1803,Amsterdam
Blai Ametller,1768,1768,Barcelona
Caspar Wolf,1735,1735,Muri
Salvador Mayol,1775,1775,Barcelona
Josep Arrau i Barba,1802,1802,Barcelona
Pierre-Adrien Pâris,1745,1745,Besançon
Josef Dabernig,1879,1879,Unknown
Friedrich Amerling,1803,1803,Vienna
Thomas Webster,1800,1800,London
Jacques-Antoine-Marie Lemoine,1751,1751,Rouen
Carl Julius von Leypold,1806,1806,Dresden
Philippe-Jacques de Loutherbourg,1740,1740,Strasbourg
Helen Hyde,1868,1868,Lima
Sarah W. Whitman,1842,1842,Baltimore
Emanuela Camacci,1968,1968,Rome
Dan Lestander,1959,1959,Unknown
George Friedrich Kayser,1819,1819,Unknown
James G. Jones,1814,1814,Unknown
J.C. Dahl,1788,1788,Bergen
Franz Albert Venus,1842,1842,Dresden
Josep Armet,1842,1842,Barcelona
Carl Wagner,1796,1796,Roßdorf
Johann Andreas Benjamin Nothnagel,1729,1729,Buch am Forst
John Masey Wright,1777,1777,Unknown
William Frederick Witherington,1785,1785,London
Francesc Fontanals,1777,1777,Vilanova i la Geltrú
Luigi Rados,1773,1773,Parma
Robert Edge Pine,1730,1730,London
Rudolf Alt,1812,1812,Vienna
Marion Perkins,1908,1908,Unknown
Kait Rhoads,1968,1968,Unknown
Walter Pichler,1959,1959,Bad Reichenhall
James Morrison,1986,1986,Darlington
Maria Grazia Rosin,1958,1958,Unknown
Birgit Jürgenssen,1949,1949,Vienna
Hubert Scheibl,1952,1952,Gmunden
Achille Perilli,1927,1927,Rome
Sir George Beaumont,1753,1753,Great Dunmow
Philippe Jacques de Loutherbourg,1740,1740,Unknown
Carl Barth,1787,1787,Eisfeld
Thomas Kirk,1781,1781,Cork
Ladislav Mednyánszky,1852,1852,Unknown
Piero Fornasetti,1913,1913,Milan
Ion Irimescu,1903,1903,Arghira
John D. Graham,1881,1881,Kyiv
Kim,1936,1936,Unknown
Whanki Kim,1913,1913,South Jeolla
Gillo Dorfles,1910,1910,Trieste
Chong Fah Cheong,1946,1946,Singapore
Czeslaw Zuber,1948,1948,Przybyłowice
Martin Boyce,1967,1967,Hamilton
James Watkins,1973,1973,Nottingham
Michael Rogers,1979,1979,Barham
Etienne Leperlier,1952,1952,Évreux
Marc Couturier,1946,1946,Mirebeau-sur-Bèze
Maria Lugossy,1950,1950,Budapest
Antoine Leperlier,1953,1953,Évreux
Dafna Kaffeman,1972,1972,Jerusalem
Nicolas Africano,1948,1948,Unknown
Chittrovanu Mazumdar,1956,1956,Paris
Joseph Mallord William Turner,1775,1775,Maiden Lane
Richard Banks Harraden,1778,1778,http://www.wikidata.org/.well-known/genid/ba836b99b3f6508b50c626ed6a55e32e
Thomas Barker,1769,1769,Pontypool
Frances Anne Hopkins,1838,1838,London
Mary Bonner,1887,1887,Bastrop
Wolf Kibel,1903,1903,Grodzisk Mazowiecki
Mark Strizic,1928,1928,Berlin
John Tunnard,1900,1900,Sandy
Harald Giersing,1881,1881,Copenhagen
Anthony Gross,1905,1905,Dulwich
Marie Krøyer,1867,1867,Frederiksberg
Dante Marioni,1964,1964,Mill Valley
Kyohei Fujita,1921,1921,Tokyo
Alan Kane,2000,2000,Unknown
Bertil Vallien,1938,1938,Stockholm
Barthélémy Toguo,1967,1967,Mbalmayo
Hugh H. Breckenridge,1870,1870,Leesburg
Paul Kelpe,1902,1902,Minden
Toni LaSelle,1901,1901,Beatrice
Jim Amaral,1933,1933,Pleasanton
Alejandro Colunga,1948,1948,Guadalajara
Ángel Ferrant,1890,1890,Madrid
Peter Purves Smith,1912,1912,East Melbourne
František Janoušek,1890,1890,Jesenný
Antonio Zanchi,1631,1631,Este
Orazio de Ferrari,1606,1606,Voltri
Lucca Giordano,1632,1632,Naples
Robert van Audenaerde,1663,1663,Ghent
Domenico Fetti,1589,1589,Rome
Cornelis Verbeeck,1590,1590,Haarlem
François Duquesnoy,1597,1597,City of Brussels
Daniele Crespi,1598,1598,Busto Arsizio
Floris van Dyck,1575,1575,Delft
Paul de Vos,1590,1590,Hulst
Jerzy Siemiginowski-Eleuter,1660,1660,Lviv
Onorio Marinari,1627,1627,Florence
Francesco Bordoni,1580,1580,Florence
Alexander Adriaenssen,1587,1587,Antwerp
Enea Salmeggia,1558,1558,Nembro
Abraham Govaerts,1589,1589,Antwerp
Hieronymus Francken II,1578,1578,Antwerp
Jan Porcellis,1583,1583,Ghent
Bartolomeo Manfredi,1582,1582,Ostiano
Giovanna Garzoni,1600,1600,Ascoli Piceno
Jacques Blanchard,1600,1600,Paris
Joos van Craesbeeck,1605,1605,Linter
Francesco Maffei,1605,1605,Vicenza
Cecco del Caravaggio,1589,1589,http://www.wikidata.org/.well-known/genid/b8dc2365ac061342c8a0ef26f6cc1bd8
Evaristo Baschenis,1617,1617,Bergamo
Harmen Steenwijck,1612,1612,Delft
Goffredo Wals,1595,1595,Cologne
Andries Daniels,1580,1580,Unknown
Carlo Maratti,1625,1625,Visone
François de Nomé,1593,1593,Metz
Nicolas Chaperon,1612,1612,Châteaudun
Hans Krumpper,1570,1570,Weilheim in Oberbayern
Fede Galizia,1578,1578,Milan
John Baptist Jackson,1701,1701,Unknown
Lucas Faydherbe,1617,1617,Mechelen
Cristoforo Munari,1667,1667,Reggio Emilia
Anthonie de Lorme,1610,1610,Tournai
Isaack Luttichuys,1616,1616,London
Pietro Novelli,1603,1603,Monreale
Willem Swanenburgh,1581,1581,Unknown
Jacques de Gheyn II,1565,1565,Antwerp
John Michael Wright,1617,1617,London
Filippo Lauri,1623,1623,Rome
Gaetano Zompini,1700,1700,Nervesa della Battaglia
Andrea Scacciati,1642,1642,Florence
Nicolas Joseph Voyez,1742,1742,Abbeville
Jürgen Ovens,1623,1623,Tönning
Pieter Janssens Elinga,1623,1623,Bruges
Alexander Keirincx,1600,1600,Antwerp
Jan Brueghel,1568,1568,City of Brussels
Robert Streater,1621,1621,London
Claude Drevet,1697,1697,Loire-sur-Rhône
Michele Pace del Campidoglio,1610,1610,Rome
Adriaen Haelwegh,1637,1637,Deventer
Jean Ranc,1674,1674,Montpellier
Franz Anton Palko,1717,1717,Wrocław
Bernardino Mei,1612,1612,Siena
Thomas Willeboirts Bosschaert,1613,1613,Bergen op Zoom
Jean Baptiste Oudry,1686,1686,Paris
Pere Crusells,1672,1672,Barcelona
Raffaello Schiaminossi,1572,1572,Sansepolcro
Pierre-Étienne Monnot,1657,1657,Orchamps-Vennes
Louis Testelin,1615,1615,Paris
Cornelis van Dalen I,1638,1638,Amsterdam
Angelo de Rossi,1671,1671,Genoa
Francesc Tramulles,1717,1717,Barcelona
Bartolomé González y Serrano,1564,1564,Valladolid
Manuel Bayeu,1740,1740,Zaragoza
Reni,1969,1969,Pleven
Jacob van Schuppen,1670,1670,Fontainebleau
Christian Seybold,1695,1695,Neuenhain
Albrecht Biller,1663,1663,Unknown
Salomon Adler,1630,1630,Gdańsk
Martin Ryckaert,1587,1587,Antwerp
Pieter Brueghel II,1564,1564,City of Brussels
Giacomo Francesco Cipper,1664,1664,Germany
Jacques Courtois,1621,1621,Saint-Hippolyte
Richard de Lalonde,1735,1735,Unknown
Sebastián Herrera Barnuevo,1619,1619,Madrid
Simone Martinez,1689,1689,Messina
Christopher Paudiß,1630,1630,Lower Saxony
Stephen Slaughter,1697,1697,London
Pietro della Vecchia,1602,1602,Venice
Alonso Cano,1601,1601,Granada
Charles Mellin,1597,1597,Nancy
Benedetto Gennari II,1633,1633,Cento
José Rodrigues,1828,1828,Lisbon
Lucio Massari,1569,1569,Bologna
François de Troy,1645,1645,Toulouse
Prince Rupert of the Rhine,1619,1619,Prague
Giuliano Finelli,1601,1601,Carrara
Matthijs Naiveu,1647,1647,Leiden
Jacques Linard,1597,1597,Troyes
Girolamo Forabosco,1604,1604,Venice
Leonhard Kern,1588,1588,Forchtenberg
Domenico Guidi,1625,1625,Torano
Jan Kupecký,1667,1667,Pezinok
Friedrich Winter,1853,1853,Rödinghausen
Vieira Lusitano,1699,1699,Lisbon
Simon Gribelin,1661,1661,Blois
Noël Coypel,1628,1628,Paris
Juan Martín Cabezalero,1633,1633,Almadén
Pierre Golle,1945,1945,Calais
Juan del Castillo,1584,1584,Seville
Pedro Atanasio Bocanegra,1638,1638,Granada
Michel Anguier,1612,1612,Eu
Joris van Son,1623,1623,Antwerp
Gerard van Opstal,1594,1594,City of Brussels
Joseph Werner,1637,1637,Bern
Sisto Badalocchio,1585,1585,Parma
Francisco Ruiz Gijón,1653,1653,Edimburgo
Anton Goubau,1616,1616,Antwerp
David des Granges,1611,1611,London
Peter Wtewael,1596,1596,Utrecht
Caspar Gras,1585,1585,Bad Mergentheim
Antonio Bellucci,1654,1654,Pieve di Soligo
Giampietro Zanotti,1674,1674,Paris
Isaac Claesz. van Swanenburg,1537,1537,Leiden
Giovanni Battista Trotti,1555,1555,Cremona
David Kandel,1524,1524,Strasbourg
Giampietrino,1490,1490,Lombardy
Henrietta Johnston,1674,1674,France
Bernardino Butinone,1450,1450,Treviglio
Jan Mandijn,1500,1500,Haarlem
Martin Kober,1550,1550,Wrocław
Lorenzo Leonbruno,1477,1477,Mantua
Domenico Cresti,1559,1559,Tavarnelle Val di Pesa
Antoine de Marcenay de Ghuy,1724,1724,Paris
Francesco Vecellio,1475,1475,Pieve di Cadore
Orazio Farinati,1559,1559,Verona
Carlo Caliari,1570,1570,Venice
Adam von Bartsch,1757,1757,Vienna
Jean Poyer,1445,1445,Unknown
Hans Schwarz,1492,1492,Augsburg
Andrés de Araoz,1500,1500,Araotz
Loyset Liédet,1420,1420,Hesdin
Bertoldo di Giovanni,1420,1420,Florence
Diogo Teixeira,1540,1540,Lisbon
Hans Krell,1490,1490,Crailsheim
Aert Mijtens,1541,1541,Brussels-Capital Region
Bernardo Parentino,1437,1437,Poreč
Giovanni Domenico Ferretti,1692,1692,Florence
Aurelio Luini,1530,1530,Milan
Juan Correa,1646,1646,Mexico
Ladislav Medňanský,1852,1852,Unknown
John Joseph Enneking,1841,1841,Minster
William Woodward,1859,1859,Seekonk
Albert Weisgerber,1878,1878,Sankt Ingbert
Adolphe-Félix Cals,1810,1810,Paris
Pompeo Mariani,1857,1857,Monza
Theodore Wendel,1859,1859,Unknown
Frederic Sackrider Remington,1861,1861,Canton
Johann Christian Clausen Dahl,1788,1788,Unknown
Thomas Phillips,1770,1770,Dudley
Mungo Burton,1799,1799,Unknown
Friedrich von Amerling,1803,1803,Unknown
Christen Schjellerup Købke,1810,1810,Copenhagen
Gilles-François Closson,1796,1796,Liège
Jean-Pierre Houël,1735,1735,Rouen
Christoph Heinrich Kniep,1755,1755,Hildesheim
Barthélemy d'Eyck,1420,1420,Prince-Bishopric of Liège
Altichiero,1330,1330,Zevio
Martín Bernat,1450,1450,Unknown
Giovanni dal Ponte,1385,1385,Florence
Diego de la Cruz,1470,1470,Unknown
Bartomeu de Robió,1400,1400,Unknown
Jaime Serra,1964,1964,Lleida
Gil de Siloé,1500,1500,Antwerp
Bartolomeo Bulgarini,1300,1300,Siena
Franco dei Russi,1401,1401,Mantua
Gunnar Birkerts,1925,1925,Riga
Josep Lluís Sert,1902,1902,Barcelona
Elizabeth Okie Paxton,1878,1878,Providence
Frank Bauer,1942,1942,Unknown
Eusebi Arnau,1863,1863,Barcelona
Ernő Grünbaum,1908,1908,Oradea
Hilaire Hiler,1898,1898,Saint Paul
Gaetano Pesce,1939,1939,La Spezia
Moshe Zabari,1935,1935,Unknown
Jim Supangkat,1949,1949,Makassar City
Anton Maria Zanetti II,1706,1706,Venice
Luis Juárez,1585,1585,Unknown
Cornelis Cornelisz van Haarlem,1562,1562,Unknown
Abraham Janssens,1575,1575,Antwerp
Philip Hermogenes Calderon,1833,1833,Poitiers
Henry Wallis,1830,1830,London
Thomas Seddon,1821,1821,City of London
William Bell Scott,1811,1811,Edinburgh
Pierre Patel,1604,1604,Chauny
Wilhelm Janson,1853,1853,Tjällmo church parish
Johannes Spilberg,1619,1619,Düsseldorf
Jan van den Hoecke,1611,1611,Antwerp
Nicolas Régnier,1588,1588,Maubeuge
Sinibaldo Scorza,1589,1589,Voltaggio
Simon de Vos,1603,1603,Antwerp
Emanuel Vidović,1870,1870,Split
Charles Bowman,1961,1961,Essex
Friedrich Kunath,1974,1974,Chemnitz
Pedro Rodriguez,1940,1940,Mexico City
David Byrne,1952,1952,Dumbarton
Carlo Scarpa,1906,1906,Venice
K. Laxma Goud,1941,1941,Nizampur
Gustavo Ramírez,1984,1984,Asunción
John Wilkes,1725,1725,London
Kudluajuk Ashoona,1958,1958,Unknown
John Hall,1968,1968,Opava
George Nelson,1908,1908,Hartford
Astolfo de Maria,1891,1891,Rome
Bartolo,1948,1948,Pachino
Biondo,1998,1998,Rome
Vanni,1954,1954,Unknown
Sienese painter,1250,1250,Unknown
Vivarini,1416,1416,Murano
Carlos Scliar,1920,1920,Santa Maria
Bicci di Lorenzo,1373,1373,Florence
Antonio Veneziano,1400,1400,Venice
Michele di Matteo da Bologna,1350,1350,Bologna
Donald Meyer,1919,1919,Catalonia
Anton Hofer,1888,1888,Bolzano
Francesco di Gentile da Fabriano,1370,1370,Fabriano
Georg Strauch,1613,1613,Nuremberg
Jean Pierre Rousselet,1650,1650,Unknown
Zanobi Strozzi,1412,1412,Florence
Jaroslav Votruba,1889,1889,Uhříněves
Jan Konůpek,1883,1883,Mladá Boleslav
Cristoforo Cortese,1400,1400,http://www.wikidata.org/.well-known/genid/51ffdb641b42d8bbaa0b08ed36035341
Jörg Ziegler,1515,1515,Unknown
Giovanni Martino Spanzotti,1455,1455,Casale Monferrato
Piero Ruggeri,1962,1962,Unknown
Bruno Lechowski,1887,1887,Warsaw
Petty,1955,1955,North Hollywood
Agostini,1903,1903,Sesto Fiorentino
Tullio Garbari,1892,1892,Pergine Valsugana
Ardengo Soffici,1879,1879,Rignano sull'Arno
Panya Vijinthanasarn,1956,1956,Prachuap Khiri Khan
Segna di Bonaventura,1280,1280,Siena
Antoine de Lonhy,1450,1450,Unknown
Pieter Loos,1939,1939,Unknown
Etienne Lenoir,1744,1744,Mer
Jan Knoop,1610,1610,Unknown
German,1851,1851,Dobczyce
Andrew Smith,1951,1951,Wokingham
Wolf D. Prix,1942,1942,Vienna
Nicolas Tomson,1730,1730,Unknown
Guariento d'Arpo,1310,1310,Piove di Sacco
Lorenzo Veneziano,1336,1336,Venice
Puccio Capanna,1400,1400,Florence
Gratian,1070,1070,Tuscany
Claudio Parmiggiani,1943,1943,Luzzara
Giovanni Battista Crosato,1686,1686,Venice
Matteo da Milano,1450,1450,Milan
Carlo Bossoli,1815,1815,Lugano
Davide Bertocchi,1969,1969,Modena
Krupp,1856,1856,Vienna
Louis Sullivan,1856,1856,Boston
American,1791,1791,Unknown
Andrea Romano,1955,1955,Long Island
Joseph Bramah,1748,1748,Barnsley
Paul Evans,1954,1954,Unknown
Rebecca Warren,1965,1965,London
Karl Wilhelm Naundorff,1785,1785,Unknown
Marie Křivánková,1883,1883,Horomyslice
Maria Semenova,1958,1958,Saint Petersburg
Charles Robert Ashbee,1863,1863,London
Fisher,1890,1890,East Finchley
Chae Yong-sin,1848,1848,Unknown
Thomas Seymour,1771,1771,Unknown
Maria Loboda,1979,1979,Kraków
Terry Adkins,1953,1953,"Washington, D.C."
Biba,1936,1936,Warsaw
Anna Brokowska,1928,1928,Unknown
Akan,1136,1136,Unknown
Michel Goma,1932,1932,Moncrabeau
Jean Muir,1911,1911,Suffern
China,1801,1801,Salta
Paolo Pozzo,1741,1741,Verona
Rafael Masó,1880,1880,Girona
Rothmayer,1660,1660,Unknown
Balogh,1953,1953,Debrecen
John Henry Belter,1804,1804,Hilter
Dorothy Cross,1956,1956,Cork
Bernat Saulet,1400,1400,Unknown
Robert Auchmuty Sproule,1799,1799,Athlone
Adolphe Jean Baptiste Bayot,1810,1810,Unknown
Arthur Bartholomew,1834,1834,Unknown
Shin,1972,1972,Unknown
Mária Rudavská,1941,1941,Bratislava
Peter Haimerl,1961,1961,Unknown
Jon Eric Riis,1945,1945,Park Ridge
Emilio Schuberth,1904,1904,Naples
Mary Johnson,1896,1896,Eskilstuna
Jan van Roome,1498,1498,Unknown
Gisèle Freund,1908,1908,Schöneberg
Captain George E. Mack,1887,1887,Unknown
William McFarlane Notman,1857,1857,Montreal
Nicolas Petit,1732,1732,Chaource
Thomas Gross,1964,1964,Unknown
Joseph Baumhauer,1750,1750,http://www.wikidata.org/.well-known/genid/6c02e32bd4a87ef818adb3184a3dbf38
Duncan Phyfe,1768,1768,Loch Fannich
Roger Vandercruse Lacroix,1728,1728,Paris
Bernard II van Risenburgh,1700,1700,Paris
John Needles,1786,1786,Unknown
Pierre Garnier,1868,1868,Martigues
John Beasly Greene,1832,1832,Unknown
Absolon Stumme,1450,1450,Unknown
Lilly Samuel,1888,1888,Unknown
Jacob Merkelbach,1877,1877,Amsterdam
James Higson,1876,1876,Unknown
Henry Pauw van Wieldrecht,1863,1863,Zeist
Eduard Caro,1833,1833,Germany
Cornelis Johannes Lodewicus Vermeulen,1861,1861,Utrecht
Geldolph Adriaan Kessler,1916,1916,Bloemendaal
Pierre Petit,1831,1831,Aups
Albert Greiner,1833,1833,Titisee-Neustadt
J.D. Matthieu,1865,1865,Amsterdam
Marco Poloni,1962,1962,Amsterdam
Atelier Herz,1845,1845,Rastatt
Henri Plaut,1936,1936,Amsterdam
Louis-Rémy Robert,1810,1810,Paris
Herman Deutmann,1870,1870,Zwolle
Franz Ziegler,1893,1893,Harderwijk
J. Baer,1929,1929,Seattle
Julius Perger,1840,1840,Unknown
Bernardus Bruining,1834,1834,Leeuwarden
A. van Dijk,1913,1913,Bolsward
Alexander Lamont Henderson,1838,1838,Edinburgh
Waldemar Titzenthaler,1869,1869,Ljubljana
Jan Adriani,1874,1874,Maarssen
Barend Groote,1862,1862,Amsterdam
Heinrich Wilhelm Wollrabe,1843,1843,Hamburg
Hugh Owen,1880,1880,Pwllheli
Médéric Mieusement,1840,1840,Gonneville-la-Mallet
Andries Jager,1825,1825,Amsterdam
GH,1995,1995,Unknown
F. Schmidt,1832,1832,Kaisma Rural Municipality
Carlo Ponti,1912,1912,Magenta
Adolphe Zimmermans,1858,1858,The Hague
Ferdinand Robert Ebner,1873,1873,Düsseldorf
Pieter Sjoerds Gerbrandy,1885,1885,Goaiïngamieden
Oscar Kramer,1835,1835,Vienna
Hendrik Jonker,1883,1883,Leiden
Louis Bonnard,1896,1896,Unknown
Boersma,1937,1937,Marrum
Gaudenzio Marconi,1841,1841,Comologno
Schaeppi,1852,1852,Winterthur
Adolphe Terris,1820,1820,Aix-en-Provence
Lafon,1817,1817,Unknown
Louis Igout,1837,1837,Unknown
Eduard François Georges,1817,1817,Amsterdam
J.C.M. Otto,1913,1913,Zeist
J. Laurent,1816,1816,Nevers
Imre von Santho,1900,1900,Budapest
Henry Dixon,1869,1869,Dublin
Giuseppe Incorpora,1834,1834,Palermo
Jan Goedeljee,1824,1824,Leiden
Edwin Hale Lincoln,1848,1848,Unknown
Ignacy Krieger,1817,1817,Wadowice
Peter Weller,1868,1868,Malberg
Yva,1900,1900,Berlin
Nicolò Degiorgis,1985,1985,Unknown
Pieter Oosterhuis,1816,1816,Groningen
William B. Post,1857,1857,New York City
P.D. van Rhijn,1874,1874,Amsterdam
Alexandre,1779,1779,Paris
Samuel Parker,1640,1640,Northampton
Maggie Smith,1934,1934,Ilford
Adrian,1978,1978,Unknown
Irene,1930,1930,New York City
Range,1879,1879,Lübeck
John Perry,1952,1952,Bristol
Bones,1975,1975,Unknown
Mike Ming,1958,1958,Durango
Lea,1830,1830,Ronneby
Ammar Abo Bakr,1980,1980,Unknown
Claudio,9,9,Lugdunum
Funk,1875,1875,Prague
Turbo,1967,1967,Copenhagen
Gent,1994,1994,Dřenice
Chris Bailey,1989,1989,Red Deer
Catharina Kruysveldt-de Mare,1874,1874,Amsterdam
Adrian Gilbert,1954,1954,Unknown
Vere Goold,1853,1853,Waterford
Gustave Beer,1855,1855,Warendorf
Giuseppe Antonio Torricelli,1659,1659,Fiesole
Francesco Natale Juvara,1673,1673,Messina
Lucy,1941,1941,Bebedouro
Ernst Schneider,1881,1881,Unknown
Rä di Martino,1975,1975,Rome
Hans Glauber,1933,1933,Innichen
Christine Zufferey,1920,1920,Unknown
