artist1_name,birth_year1,birth_year1_key,artist2_name,relationship_type
Alfred Stieglitz,1864,1864,Man Ray,Friend
Richard Hamilton,1922,1922,Dieter Roth,Friend
Leon Kroll,1884,1884,John Henry Twachtman,Pupil
Maurice Denis,1870,1870,Tamara de Lempicka,Teacher
Maurice Utrillo,1883,1883,Carlos Nadal,Influenced On
Maurice Utrillo,1883,1883,Amedeo Modigliani,Friend
Suzanne Valadon,1865,1865,Maurice Utrillo,Influenced By
Suzanne Valadon,1865,1865,Pierre-Auguste Renoir,Friend
David Hammons,1943,1943,Bruce Nauman,Influenced By
David Hammons,1943,1943,John Baldessari,Influenced By
Richard Deacon,1949,1949,Anthony Caro,Pupil
Tim Scott,1965,1965,Anthony Caro,Pupil
George Ault,1891,1891,Giorgio de Chirico,Influenced By
George Ault,1891,1891,Albert Pinkham Ryder,Influenced By
George Ault,1891,1891,Charles Sheeler,Friend
George Ault,1891,1891,Ralston Crawford,Friend
George Ault,1891,1891,Charles Demuth,Friend
Ralston Crawford,1906,1906,Charles Demuth,Influenced By
Ralston Crawford,1906,1906,George Ault,Friend
Cennino Cennini,1360,1360,Giotto,Influenced By
Paolo Veneziano,1300,1300,Dante Gabriel Rossetti,Influenced On
Paolo Veneziano,1300,1300,William Holman Hunt,Influenced On
Paolo Veneziano,1300,1300,John Everett Millais,Influenced On
Abbott Handerson Thayer,1849,1849,Jean-Leon Gerome,Friend
Abbott Handerson Thayer,1849,1849,Frank W. Benson,Friend
Aleksey Savrasov,1830,1830,Isaac Levitan,Teacher
Aleksey Savrasov,1830,1830,Konstantin Korovin,Teacher
Aleksey Savrasov,1830,1830,Mikhail Nesterov,Teacher
Alexey Venetsianov,1780,1780,Vladimir Borovikovsky,Pupil
Anton Mauve,1838,1838,Vincent van Gogh,Influenced On
Anton Mauve,1838,1838,Giovanni Segantini,Influenced On
Charles Jacque,1813,1813,Adriaen van Ostade,Influenced By
Charles Jacque,1813,1813,Jean-Francois Millet,Friend
Charles Meryon,1821,1821,Adriaen van de Velde,Influenced By
Constant Troyon,1810,1810,Jean-Francois Millet,Friend
Constant Troyon,1810,1810,Camille Corot,Friend
Daniel Ridgway Knight,1839,1839,Charles Gleyre,Pupil
Grigoriy Myasoyedov,1834,1834,Mykola Murashko,Friend
Gustave Dore,1832,1832,Edouard Riou,Teacher
Ivan Kramskoy,1837,1837,Ilya Repin,Teacher
Ivan Kramskoy,1837,1837,Mykola Murashko,Friend
Ivan Shishkin,1831,1831,Caspar David Friedrich,Influenced By
John Everett Millais,1829,1829,Ambrogio Lorenzetti,Influenced By
John Everett Millais,1829,1829,Paolo Veneziano,Influenced By
John Everett Millais,1829,1829,Ford Madox Brown,Influenced On
John Everett Millais,1829,1829,William Holman Hunt,Friend
Mykola Murashko,1844,1844,Ilya Repin,Influenced By
Mykola Murashko,1844,1844,Mykola Pymonenko,Influenced On
Mykola Murashko,1844,1844,Oleksandr Murashko,Influenced On
Mykola Murashko,1844,1844,Ilya Repin,Friend
Mykola Murashko,1844,1844,Ivan Kramskoy,Friend
Mykola Murashko,1844,1844,Grigoriy Myasoyedov,Friend
Mykola Murashko,1844,1844,Vladimir Makovsky,Friend
Mykola Murashko,1844,1844,Mikhail Vrubel,Friend
Mykola Murashko,1844,1844,Taras Shevchenko,Friend
Mykola Murashko,1844,1844,Nikolai Ge,Friend
Mykola Murashko,1844,1844,Petro Kholodny (Elder),Friend
Taras Shevchenko,1814,1814,Mykola Murashko,Friend
Thomas Dewing,1851,1851,Gustave Boulanger,Pupil
Thomas Dewing,1851,1851,Jules Joseph Lefebvre,Pupil
Viktor Vasnetsov,1848,1848,Oleksandr Murashko,Influenced On
Vladimir Makovsky,1846,1846,Mykola Murashko,Friend
Volodymyr Orlovsky,1842,1842,Mykola Pymonenko,Teacher
Walter Gay,1856,1856,Leon Bonnat,Pupil
Winslow Homer,1836,1836,Frank W. Benson,Influenced On
Grace Albee,1890,1890,Norman Rockwell,Friend
Norman Rockwell,1894,1894,J. C. Leyendecker,Influenced By
Norman Rockwell,1894,1894,Grace Albee,Friend
Antoine Watteau,1684,1684,J.M.W. Turner,Influenced On
Antoine Watteau,1684,1684,Pierre-Auguste Renoir,Influenced On
Bernardo Bellotto,1722,1722,Canaletto,Pupil
Francois Boucher,1703,1703,Jacques-Louis David,Teacher
Francois Boucher,1703,1703,Pierre-Auguste Renoir,Influenced On
Giovanni Battista Tiepolo,1696,1696,Giovanni Domenico Tiepolo,Teacher
Giovanni Battista Tiepolo,1696,1696,Rembrandt,Influenced By
Giovanni Battista Tiepolo,1696,1696,Tintoretto,Influenced By
Giovanni Battista Tiepolo,1696,1696,Paolo Veronese,Influenced By
Giovanni Domenico Tiepolo,1727,1727,Giovanni Battista Tiepolo,Pupil
Thomas Gainsborough,1727,1727,William Hogarth,Pupil
Thomas Gainsborough,1727,1727,Anthony van Dyck,Influenced By
Thomas Gainsborough,1727,1727,Jacob van Ruisdael,Influenced By
Thomas Gainsborough,1727,1727,John Constable,Influenced On
Thomas Gainsborough,1727,1727,Alfred Sisley,Influenced On
Thomas Gainsborough,1727,1727,John Singer Sargent,Influenced On
Arnold Böcklin,1827,1827,Caspar David Friedrich,Influenced By
Arnold Böcklin,1827,1827,Giorgio de Chirico,Influenced On
Arnold Böcklin,1827,1827,Max Ernst,Influenced On
Arnold Böcklin,1827,1827,Salvador Dali,Influenced On
Caspar David Friedrich,1774,1774,Christian August Lorentzen,Pupil
Caspar David Friedrich,1774,1774,Arnold Böcklin,Influenced By
Caspar David Friedrich,1774,1774,Ivan Shishkin,Influenced By
Caspar David Friedrich,1774,1774,Mark Rothko,Influenced By
Caspar David Friedrich,1774,1774,Gerhard Richter,Influenced By
Caspar David Friedrich,1774,1774,Gotthard Graubner,Influenced By
Caspar David Friedrich,1774,1774,Edvard Munch,Influenced By
Caspar David Friedrich,1774,1774,Knud Baade,Influenced By
Caspar David Friedrich,1774,1774,Arnold Böcklin,Influenced On
Caspar David Friedrich,1774,1774,Ivan Shishkin,Influenced On
Caspar David Friedrich,1774,1774,Mark Rothko,Influenced On
Caspar David Friedrich,1774,1774,Gerhard Richter,Influenced On
Caspar David Friedrich,1774,1774,Gotthard Graubner,Influenced On
Caspar David Friedrich,1774,1774,Edvard Munch,Influenced On
Caspar David Friedrich,1774,1774,Knud Baade,Influenced On
Caspar David Friedrich,1774,1774,Philipp Otto Runge,Friend
Caspar David Friedrich,1774,1774,Johan Christian Dahl,Friend
Dante Gabriel Rossetti,1828,1828,Ford Madox Brown,Pupil
Dante Gabriel Rossetti,1828,1828,Ford Madox Brown,Influenced By
Dante Gabriel Rossetti,1828,1828,Ambrogio Lorenzetti,Influenced By
Dante Gabriel Rossetti,1828,1828,Paolo Veneziano,Influenced By
Dante Gabriel Rossetti,1828,1828,John Ruskin,Friend
Dante Gabriel Rossetti,1828,1828,William Holman Hunt,Friend
Dante Gabriel Rossetti,1828,1828,Simeon Solomon,Friend
Edouard Riou,1833,1833,Charles-Francois Daubigny,Pupil
Edouard Riou,1833,1833,Gustave Dore,Pupil
Edouard Riou,1833,1833,Paul Delvaux,Influenced On
Ford Madox Brown,1821,1821,Dante Gabriel Rossetti,Teacher
Ford Madox Brown,1821,1821,William Holman Hunt,Influenced By
Ford Madox Brown,1821,1821,John Everett Millais,Influenced By
Ford Madox Brown,1821,1821,Hans Holbein the Younger,Influenced By
Ford Madox Brown,1821,1821,Dante Gabriel Rossetti,Influenced On
Ford Madox Brown,1821,1821,William Morris,Friend
Ford Madox Brown,1821,1821,Edward Burne-Jones,Friend
Henry Fuseli,1741,1741,Théodore Géricault,Influenced On
Jan Matejko,1838,1838,Stanisław Wyspiański,Teacher
Jan Matejko,1838,1838,Józef Mehoffer,Teacher
Jan Matejko,1838,1838,Wojciech Weiss,Influenced On
Jan Matejko,1838,1838,Józef Mehoffer,Friend
Johan Christian Dahl,1788,1788,Knud Baade,Influenced On
Johan Christian Dahl,1788,1788,Caspar David Friedrich,Friend
John Constable,1776,1776,Claude Lorrain,Influenced By
John Constable,1776,1776,Thomas Gainsborough,Influenced By
John Constable,1776,1776,Peter Paul Rubens,Influenced By
John Constable,1776,1776,Annibale Carracci,Influenced By
John Constable,1776,1776,Jacob van Ruisdael,Influenced By
John Constable,1776,1776,Alfred Sisley,Influenced On
John Constable,1776,1776,Jules Dupre,Influenced On
John Constable,1776,1776,Claude Monet,Influenced On
John Constable,1776,1776,Théodore Géricault,Influenced On
John Constable,1776,1776,Eugene Delacroix,Influenced On
John Constable,1776,1776,Camille Corot,Influenced On
John Ruskin,1819,1819,Le Corbusier,Influenced On
John Ruskin,1819,1819,William Holman Hunt,Influenced On
John Ruskin,1819,1819,Dante Gabriel Rossetti,Friend
Knud Baade,1808,1808,Johan Christian Dahl,Influenced By
Knud Baade,1808,1808,Caspar David Friedrich,Influenced By
Philipp Otto Runge,1777,1777,Caspar David Friedrich,Friend
Piotr Michałowski,1800,1800,Théodore Géricault,Influenced By
Piotr Michałowski,1800,1800,Rembrandt,Influenced By
Piotr Michałowski,1800,1800,Diego Velazquez,Influenced By
Samuel Palmer,1805,1805,J.M.W. Turner,Influenced By
Samuel Palmer,1805,1805,William Blake,Influenced By
Samuel Palmer,1805,1805,Eric Ravilious,Influenced On
Simeon Solomon,1840,1840,Dante Gabriel Rossetti,Friend
Simeon Solomon,1840,1840,Edward Burne-Jones,Friend
Wilhelm von Kaulbach,1805,1805,Albrecht Durer,Influenced By
Wilhelm von Kaulbach,1805,1805,Hans Holbein the Younger,Influenced By
Wilhelm von Kaulbach,1805,1805,Martin Schongauer,Influenced By
William Morris,1834,1834,Ford Madox Brown,Friend
Karpo Trokhymenko,1885,1885,Viktor Shatalin,Teacher
Sergey Ryabchenko,1923,1923,Leonid Muchnyk,Pupil
Victor Puzyrkov,1918,1918,Sergiy Grigoriev,Friend
Viktor Shatalin,,-999999,Vlada Ralko,Teacher
Viktor Shatalin,,-999999,Karpo Trokhymenko,Pupil
Lucio Fontana,1899,1899,Turi Simeti,Influenced On
Lucio Fontana,1899,1899,Gerhard Richter,Influenced On
Turi Simeti,1929,1929,Alberto Burri,Influenced By
Turi Simeti,1929,1929,Lucio Fontana,Influenced By
Yves Tanguy,1900,1900,Hieronymus Bosch,Influenced By
Yves Tanguy,1900,1900,Giorgio de Chirico,Influenced By
Yves Tanguy,1900,1900,Jean Arp,Influenced By
Yves Tanguy,1900,1900,Salvador Dali,Influenced On
Yves Tanguy,1900,1900,Jackson Pollock,Influenced On
Yves Tanguy,1900,1900,Max Ernst,Friend
Yves Tanguy,1900,1900,Joan Miro,Friend
Albert Pinkham Ryder,1847,1847,George Ault,Influenced On
Alfred Kubin,1877,1877,Giorgio de Chirico,Influenced On
Max Klinger,1857,1857,Adolph Menzel,Influenced By
Max Klinger,1857,1857,Francisco Goya,Influenced By
Max Klinger,1857,1857,Giorgio de Chirico,Influenced On
Max Klinger,1857,1857,Nicola Perscheid,Friend
Pierre Puvis de Chavannes,1824,1824,Anna Ancher,Teacher
Pierre Puvis de Chavannes,1824,1824,Stanisław Wyspiański,Influenced On
William Blake,1757,1757,Samuel Palmer,Influenced On
Edward Mitchell Bannister,1828,1828,Jean-Francois Millet,Influenced By
Xavier Martinez,1869,1869,Henri Matisse,Friend
Francesco Clemente,1952,1952,Cy Twombly,Influenced By
Francesco Clemente,1952,1952,Andy Warhol,Friend
Igor Grabar,1871,1871,Ilya Repin,Pupil
El Greco,1541,1541,Titian,Pupil
El Greco,1541,1541,Eugene Delacroix,Influenced On
El Greco,1541,1541,Edouard Manet,Influenced On
El Greco,1541,1541,Paul Cezanne,Influenced On
El Greco,1541,1541,Pablo Picasso,Influenced On
El Greco,1541,1541,Franz Marc,Influenced On
El Greco,1541,1541,Jackson Pollock,Influenced On
El Greco,1541,1541,Roberto Montenegro,Influenced On
El Greco,1541,1541,Jose Clemente Orozco,Influenced On
El Greco,1541,1541,Francisco Pacheco,Influenced On
El Greco,1541,1541,Giulio Clovio,Friend
Robert Henri,1865,1865,Edward Hopper,Teacher
Robert Henri,1865,1865,George Bellows,Teacher
Robert Henri,1865,1865,Rockwell Kent,Teacher
Robert Henri,1865,1865,Edward Hopper,Influenced By
Robert Henri,1865,1865,Edward Hopper,Influenced On
Robert Henri,1865,1865,John French Sloan,Friend
Robert Henri,1865,1865,William James Glackens,Friend
Robert Delaunay,1885,1885,Paul Gauguin,Influenced By
Robert Delaunay,1885,1885,Henri Rousseau,Influenced By
Robert Delaunay,1885,1885,Georges Seurat,Influenced By
Robert Delaunay,1885,1885,Pablo Picasso,Influenced By
Robert Delaunay,1885,1885,Claude Monet,Influenced By
Robert Delaunay,1885,1885,Aristarkh Lentulov,Influenced On
Robert Delaunay,1885,1885,Paul Klee,Influenced On
Robert Delaunay,1885,1885,August Macke,Influenced On
Robert Delaunay,1885,1885,Marc Chagall,Influenced On
Robert Delaunay,1885,1885,Wassily Kandinsky,Influenced On
Robert Delaunay,1885,1885,Diego Rivera,Influenced On
Robert Delaunay,1885,1885,Marc Chagall,Friend
Robert Delaunay,1885,1885,Fernand Leger,Friend
Robert Delaunay,1885,1885,Jean Metzinger,Friend
Robert Delaunay,1885,1885,Roman Selsky,Friend
Robert Delaunay,1885,1885,Margit Selska,Friend
Robert Delaunay,1885,1885,Józef Pankiewicz,Friend
Jacopo Bassano,1510,1510,Titian,Influenced By
Jacopo Bassano,1510,1510,Albrecht Durer,Influenced By
Jacopo Bassano,1510,1510,Parmigianino,Influenced By
Jacopo Bassano,1510,1510,Tintoretto,Influenced By
Jacopo Bassano,1510,1510,Raphael,Influenced By
Aaron Shikler,1922,1922,Hans Hofmann,Pupil
Aaron Shikler,1922,1922,Edgar Degas,Influenced By
Aaron Shikler,1922,1922,Walter Sickert,Influenced By
Aaron Shikler,1922,1922,John Singer Sargent,Influenced By
Judy Chicago,1939,1939,Georgia O'Keeffe,Influenced By
Judy Chicago,1939,1939,Frida Kahlo,Influenced By
Judy Chicago,1939,1939,Miriam Schapiro,Influenced By
John French Sloan,1871,1871,Robert Henri,Friend
Otto Dix,1891,1891,Lucian Freud,Influenced On
Otto Dix,1891,1891,George Grosz,Friend
Yves Klein,1928,1928,Bernard Aubertin,Friend
Orazio Gentileschi,1563,1563,Artemisia Gentileschi,Teacher
Orazio Gentileschi,1563,1563,Agostino Tassi,Friend
Orazio Gentileschi,1563,1563,Anthony van Dyck,Friend
Marc Chagall,1887,1887,Leon Bakst,Pupil
Marc Chagall,1887,1887,Jean Metzinger,Pupil
Marc Chagall,1887,1887,Andre Dunoyer de Segonzac,Pupil
Marc Chagall,1887,1887,Henri Le Fauconnier,Pupil
Marc Chagall,1887,1887,Paris,Pupil
Marc Chagall,1887,1887,Jean Metzinger,Influenced By
Marc Chagall,1887,1887,Albert Gleizes,Influenced By
Marc Chagall,1887,1887,Leon Bakst,Influenced By
Marc Chagall,1887,1887,Paul Gauguin,Influenced By
Marc Chagall,1887,1887,Pablo Picasso,Influenced By
Marc Chagall,1887,1887,Henri Matisse,Influenced By
Marc Chagall,1887,1887,Chaim Soutine,Influenced By
Marc Chagall,1887,1887,Robert Delaunay,Influenced By
Marc Chagall,1887,1887,Pablo Picasso,Influenced On
Marc Chagall,1887,1887,Diego Rivera,Influenced On
Marc Chagall,1887,1887,Ossip Zadkine,Influenced On
Marc Chagall,1887,1887,Joan Miro,Influenced On
Marc Chagall,1887,1887,El Lissitzky,Influenced On
Marc Chagall,1887,1887,Robert Delaunay,Friend
Marc Chagall,1887,1887,Fernand Leger,Friend
Marc Chagall,1887,1887,Piet Mondrian,Friend
Marc Chagall,1887,1887,Kazimir Malevich,Friend
Dennis Oppenheim,1938,1938,Vito Acconci,Influenced By
Dennis Oppenheim,1938,1938,Vito Acconci,Friend
Hiroshi Sugimoto,1948,1948,Marcel Duchamp,Influenced By
William Turner,1789,1789,Antoine Watteau,Influenced By
William Turner,1789,1789,Horace Vernet,Influenced By
William Turner,1789,1789,Jacob van Ruisdael,Influenced By
William Turner,1789,1789,Alfred Sisley,Influenced On
William Turner,1789,1789,Childe Hassam,Influenced On
William Turner,1789,1789,Samuel Palmer,Influenced On
William Turner,1789,1789,Claude Monet,Influenced On
William Turner,1789,1789,Thomas Cole,Influenced On
William Turner,1789,1789,Camille Corot,Influenced On
Claude Joseph Vernet,1714,1714,Giovanni Paolo Panini,Influenced By
Parmigianino,1503,1503,Albrecht Durer,Influenced By
Parmigianino,1503,1503,Jacopo Bassano,Influenced On
Edward Hopper,1882,1882,Robert Henri,Pupil
Edward Hopper,1882,1882,William Merritt Chase,Pupil
Edward Hopper,1882,1882,Robert Henri,Influenced By
Edward Hopper,1882,1882,William Merritt Chase,Influenced By
Edward Hopper,1882,1882,Edouard Manet,Influenced By
Edward Hopper,1882,1882,Edgar Degas,Influenced By
Edward Hopper,1882,1882,Childe Hassam,Influenced By
Edward Hopper,1882,1882,Willem de Kooning,Influenced On
Edward Hopper,1882,1882,Mark Rothko,Influenced On
Edward Hopper,1882,1882,Jim Dine,Influenced On
Edward Hopper,1882,1882,George Segal,Influenced On
Edward Hopper,1882,1882,Banksy,Influenced On
Edward Hopper,1882,1882,Edward Ruscha,Influenced On
Edward Hopper,1882,1882,George Bellows,Friend
Edward Hopper,1882,1882,Rockwell Kent,Friend
Henri Rousseau,1844,1844,Pablo Picasso,Influenced On
Henri Rousseau,1844,1844,Fernand Leger,Influenced On
Henri Rousseau,1844,1844,Jean Metzinger,Influenced On
Henri Rousseau,1844,1844,Max Beckmann,Influenced On
Henri Rousseau,1844,1844,Robert Delaunay,Influenced On
Henri Rousseau,1844,1844,Alfred Sisley,Influenced On
Paolo Veronese,1528,1528,Maarten de Vos,Influenced On
Paolo Veronese,1528,1528,Eugene Delacroix,Influenced On
Paolo Veronese,1528,1528,Giovanni Battista Tiepolo,Influenced On
Paolo Veronese,1528,1528,Anthony van Dyck,Influenced On
Tintoretto,1519,1519,Maarten de Vos,Teacher
Tintoretto,1519,1519,Jacopo Bassano,Influenced On
Tintoretto,1519,1519,Maarten de Vos,Influenced On
Tintoretto,1519,1519,Eugene Delacroix,Influenced On
Tintoretto,1519,1519,Giovanni Battista Tiepolo,Influenced On
Tintoretto,1519,1519,John Singer Sargent,Influenced On
Pierre Auguste Renoir,1841,1841,Charles Gleyre,Pupil
Pierre Auguste Renoir,1841,1841,Gustave Courbet,Influenced By
Pierre Auguste Renoir,1841,1841,Camille Pissarro,Influenced By
Pierre Auguste Renoir,1841,1841,Edouard Manet,Influenced By
Pierre Auguste Renoir,1841,1841,Eugene Delacroix,Influenced By
Pierre Auguste Renoir,1841,1841,Camille Corot,Influenced By
Pierre Auguste Renoir,1841,1841,Edgar Degas,Influenced By
Pierre Auguste Renoir,1841,1841,Francois Boucher,Influenced By
Pierre Auguste Renoir,1841,1841,Raphael,Influenced By
Pierre Auguste Renoir,1841,1841,Jean Auguste Dominique Ingres,Influenced By
Pierre Auguste Renoir,1841,1841,Antoine Watteau,Influenced By
Pierre Auguste Renoir,1841,1841,Francisco Goya,Influenced By
Pierre Auguste Renoir,1841,1841,Childe Hassam,Influenced On
Pierre Auguste Renoir,1841,1841,Mary Cassatt,Influenced On
Pierre Auguste Renoir,1841,1841,Paul Cezanne,Influenced On
Pierre Auguste Renoir,1841,1841,Henri Matisse,Influenced On
Pierre Auguste Renoir,1841,1841,Pablo Picasso,Influenced On
Pierre Auguste Renoir,1841,1841,Marjorie Acker Phillips,Influenced On
Pierre Auguste Renoir,1841,1841,Alfred Sisley,Friend
Pierre Auguste Renoir,1841,1841,Claude Monet,Friend
Pierre Auguste Renoir,1841,1841,Amedeo Modigliani,Friend
Pierre Auguste Renoir,1841,1841,Frederic Bazille,Friend
Pierre Auguste Renoir,1841,1841,Camille Pissarro,Friend
Pierre Auguste Renoir,1841,1841,Suzanne Valadon,Friend
Pierre Auguste Renoir,1841,1841,Gustave Caillebotte,Friend
Jacques Louis David,1748,1748,Jean Auguste Dominique Ingres,Teacher
Jacques Louis David,1748,1748,Jérôme-Martin Langlois,Teacher
Jacques Louis David,1748,1748,Antoine-Jean Gros,Teacher
Jacques Louis David,1748,1748,Pieter van Hanselaere,Teacher
Jacques Louis David,1748,1748,Francois Boucher,Pupil
Jacques Louis David,1748,1748,Joseph-Marie Vien,Pupil
Jacques Louis David,1748,1748,Nicolas Poussin,Influenced By
Jacques Louis David,1748,1748,Caravaggio,Influenced By
Jacques Louis David,1748,1748,Annibale Carracci,Influenced By
Jacques Louis David,1748,1748,Anton Raphael Mengs,Influenced By
Jacques Louis David,1748,1748,Mark Ryden,Influenced On
Joseph Marie Vien,1716,1716,Jacques-Louis David,Teacher
Jerome Martin Langlois,1779,1779,Jacques-Louis David,Pupil
Albin Egger Lienz,1868,1868,Ferdinand Hodler,Influenced By
Albin Egger Lienz,1868,1868,Jean-Francois Millet,Influenced By
Nicola Perscheid,1864,1864,Max Klinger,Friend
Mykola Pymonenko,1862,1862,Kazimir Malevich,Teacher
Mykola Pymonenko,1862,1862,Volodymyr Orlovsky,Pupil
Mykola Pymonenko,1862,1862,Mykola Murashko,Influenced By
Mykola Pymonenko,1862,1862,Oleksandr Murashko,Friend
Jean Paul Laurens,1838,1838,Harry Phelan Gibb,Teacher
Sir Lawrence Alma Tadema,1836,1836,Mikhail Vrubel,Influenced On
Carolus Duran,1837,1837,John Singer Sargent,Teacher
Carolus Duran,1837,1837,Diego Velazquez,Influenced By
Carolus Duran,1837,1837,Gustave Courbet,Influenced On
Carolus Duran,1837,1837,Henri Fantin-Latour,Friend
Carolus Duran,1837,1837,Edouard Manet,Friend
Henri Fantin Latour,1836,1836,James McNeill Whistler,Friend
Henri Fantin Latour,1836,1836,Edouard Manet,Friend
Henri Fantin Latour,1836,1836,Carolus-Duran,Friend
Edward Burne Jones,1833,1833,Walter Crane,Influenced On
Edward Burne Jones,1833,1833,Ford Madox Brown,Friend
Edward Burne Jones,1833,1833,Simeon Solomon,Friend
William Adolphe Bouguereau,1825,1825,Paul Émile Chabas,Teacher
William Adolphe Bouguereau,1825,1825,Alexandre-Jacques Chantron,Teacher
William Adolphe Bouguereau,1825,1825,Paul Émile Chabas,Influenced By
William Adolphe Bouguereau,1825,1825,Alexandre-Jacques Chantron,Influenced By
Jean Francois Millet,1814,1814,Honore Daumier,Influenced By
Jean Francois Millet,1814,1814,Michelangelo,Influenced By
Jean Francois Millet,1814,1814,Nicolas Poussin,Influenced By
Jean Francois Millet,1814,1814,Edward Mitchell Bannister,Influenced On
Jean Francois Millet,1814,1814,Andres de Santa Maria,Influenced On
Jean Francois Millet,1814,1814,Vincent van Gogh,Influenced On
Jean Francois Millet,1814,1814,Claude Monet,Influenced On
Jean Francois Millet,1814,1814,Georges Seurat,Influenced On
Jean Francois Millet,1814,1814,Salvador Dali,Influenced On
Jean Francois Millet,1814,1814,Eugène Burnand,Influenced On
Jean Francois Millet,1814,1814,Giovanni Segantini,Influenced On
Jean Francois Millet,1814,1814,Albin Egger-Lienz,Influenced On
Jean Francois Millet,1814,1814,Paul Delaroche,Friend
Jean Francois Millet,1814,1814,Constant Troyon,Friend
Jean Francois Millet,1814,1814,Narcisse-Virgilio Diaz,Friend
Jean Francois Millet,1814,1814,Charles Jacque,Friend
Jean Francois Millet,1814,1814,Theodore Rousseau,Friend
Jean Francois Millet,1814,1814,Camille Corot,Friend
Antoine Jean Gros,1771,1771,Jacques-Louis David,Pupil
Antoine Jean Gros,1771,1771,Eugene Delacroix,Influenced On
Orazio Riminaldi,1593,1593,CT,Influenced By
Jacopo Pontormo,1494,1494,Mariotto Albertinelli,Pupil
Jacopo Pontormo,1494,1494,Paris,Influenced On
Jacopo Pontormo,1494,1494,London,Influenced On
Jacopo Pontormo,1494,1494,UK,Influenced On
Daniele Da Volterra,1509,1509,Michelangelo,Influenced By
Ghiberti,1378,1378,Donatello,Teacher
Ghiberti,1378,1378,Paolo Uccello,Teacher
Ghiberti,1378,1378,Lorenzo Monaco,Influenced On
Bernard Aubertin,1934,1934,Yves Klein,Friend
Bernard Aubertin,1934,1934,Heinz Mack,Friend
Bernard Aubertin,1934,1934,Otto Piene,Friend
Oskar Holweck,1924,1924,Heinz Mack,Friend
Oskar Holweck,1924,1924,Otto Piene,Friend
Nadir Afonso,1920,1920,Fernand Leger,Pupil
L S Lowry,1887,1887,Rene Magritte,Influenced By
L S Lowry,1887,1887,Balthus,Influenced By
