Arthur Segal,1875,1875,artist
Auguste Herbin,1882,1882,designer
Auguste Herbin,1882,1882,painter
Auguste Herbin,1882,1882,visual artist
Balcomb Greene,1904,1904,artist
Balcomb Greene,1904,1904,painter
Balcomb Greene,1904,1904,printmaker
Beauford Delaney,1901,1901,painter
Ben Nicholson,1894,1894,novelist
Ben Nicholson,1894,1894,designer
Ben Nicholson,1894,1894,writer
Ben Nicholson,1894,1894,cartoonist
Ben Nicholson,1894,1894,painter
Ben Nicholson,1894,1894,sculptor
Ben Nicholson,1894,1894,comics artist
Bice Lazzari,1900,1900,painter
Bruno Cassinari,1912,1912,sculptor
Bruno Cassinari,1912,1912,painter
Charles Alston,1685,1685,botanist
Charles Alston,1685,1685,painter
Charles Alston,1685,1685,university teacher
Charles Alston,1685,1685,physician
Charles Alston,1685,1685,visual artist
Charles Alston,1685,1685,sculptor
Charles Alston,1685,1685,caricaturist
Clyfford Still,1904,1904,printmaker
Clyfford Still,1904,1904,painter
Constantin Blendea,1929,1929,painter
Constantin Brâncuși,1876,1876,photographer
Constantin Brâncuși,1876,1876,painter
Constantin Brâncuși,1876,1876,illustrator
Constantin Brâncuși,1876,1876,assemblage artist
Constantin Brâncuși,1876,1876,architectural draftsperson
Constantin Brâncuși,1876,1876,sculptor
Constantin Flondor,1936,1936,painter
Constantin Flondor,1936,1936,professor
David Bomberg,1890,1890,artist
David Bomberg,1890,1890,painter
David Bomberg,1890,1890,drawer
David Burliuk,1882,1882,poet
David Burliuk,1882,1882,painter
David Burliuk,1882,1882,illustrator
David Burliuk,1882,1882,opinion journalist
David Burliuk,1882,1882,visual artist
David Kakabadze,1889,1889,photographer
David Kakabadze,1889,1889,painter
David Kakabadze,1889,1889,art historian
David Kakabadze,1889,1889,filmmaker
